출처,스크립트,목록명,언어,세부언어,불용어,비고
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,KOREAN_STOPWORDS,한국어,ko,하는데,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,KOREAN_STOPWORDS,한국어,ko,하며,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,KOREAN_STOPWORDS,한국어,ko,하지만,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,KOREAN_STOPWORDS,한국어,ko,한,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,KOREAN_STOPWORDS,한국어,ko,한편,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,KOREAN_STOPWORDS,한국어,ko,할,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,KOREAN_STOPWORDS,한국어,ko,함께,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,KOREAN_STOPWORDS,한국어,ko,했다,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,KOREAN_STOPWORDS,한국어,ko,현재,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,a,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,about,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,after,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,all,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,also,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,an,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,and,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,are,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,as,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,at,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,be,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,been,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,before,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,being,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,between,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,both,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,but,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,by,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,can,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,could,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,down,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,during,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,each,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,few,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,for,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,from,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,had,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,has,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,have,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,he,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,her,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,his,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,in,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,into,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,is,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,it,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,its,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,just,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,more,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,most,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,not,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,of,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,off,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,on,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,only,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,or,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,other,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,our,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,out,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,over,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,own,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,same,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,she,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,so,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,some,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,such,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,than,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,that,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,the,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,their,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,then,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,these,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,they,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,this,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,those,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,to,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,up,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,was,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,we,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,were,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,will,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,with,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,would,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,you,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,ENGLISH_STOPWORDS,영어,en,your,독자 정의
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,스페인어,es,el,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,스페인어,es,la,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,스페인어,es,los,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,스페인어,es,las,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,스페인어,es,de,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,스페인어,es,del,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,스페인어,es,en,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,스페인어,es,un,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,스페인어,es,una,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,스페인어,es,que,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,스페인어,es,por,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,스페인어,es,para,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,스페인어,es,con,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,스페인어,es,su,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,스페인어,es,sus,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,스페인어,es,es,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,스페인어,es,se,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,스페인어,es,lo,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,스페인어,es,al,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,프랑스어,fr,le,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,프랑스어,fr,les,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,프랑스어,fr,des,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,프랑스어,fr,et,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,프랑스어,fr,un,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,프랑스어,fr,une,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,프랑스어,fr,dans,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,프랑스어,fr,sur,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,프랑스어,fr,avec,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,프랑스어,fr,pour,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,인도네시아어,id,yang,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,인도네시아어,id,dan,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,인도네시아어,id,di,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,인도네시아어,id,ke,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,인도네시아어,id,dari,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,인도네시아어,id,untuk,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,인도네시아어,id,pada,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,인도네시아어,id,dengan,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,인도네시아어,id,ini,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,인도네시아어,id,itu,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,베트남어,vi,và,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,베트남어,vi,của,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,베트남어,vi,là,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,베트남어,vi,có,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,베트남어,vi,cho,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,베트남어,vi,trong,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,베트남어,vi,được,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,베트남어,vi,này,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,베트남어,vi,với,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,튀르키예어,tr,ve,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,튀르키예어,tr,bir,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,튀르키예어,tr,bu,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,튀르키예어,tr,de,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,튀르키예어,tr,da,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,튀르키예어,tr,için,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,LATIN_OTHER_STOPWORDS,튀르키예어,tr,ile,"라틴 통합 목록, 세부언어는 소스 줄 순서"
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,RUSSIAN_STOPWORDS,러시아어,ru,а,키릴 문자
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,RUSSIAN_STOPWORDS,러시아어,ru,в,키릴 문자
